ID,NOM,PAYS,REGION,APPELLATION,PRODUCTEUR,ANNEE
986,Château Latour,France,Bordeaux Left Bank,Grand Vin Pauillac (Premier Grand Cru Classé),Château Latour,2010
987,Domaine du Clos de Tart,France,Burgundy,Clos de Tart Grand Cru Monopole,Domaine du Clos de Tart,2005
988,Méo-Camuzet,France,Burgundy,Clos de Vougeot Grand Cru,Méo-Camuzet,2011
990,Poggio Al Tesoro,Italy,Italian,Dedicato a Walter Bolgheri Superiore,Poggio Al Tesoro,2016
991,Verite,United States,Californian,Le Désir,Verite,2008
992,Cakebread,United States,Napa Valley,Cabernet Sauvignon Benchland Select,Cakebread,2016
993,Marrenon,France,Southern Rhône,Gardarèm,Marrenon,2017
994,Quilceda Creek,United States,Washington State,Cabernet Sauvignon,Quilceda Creek,2017
995,Verite,United States,Californian,La Muse,Verite,2008
996,E. Guigal,France,Northern Rhône,Côte-Rôtie La Mouline,E. Guigal,2012
997,Verite,United States,Californian,La Muse,Verite,2014
998,Viñedos de Páganos,Spain,Spanish,La Nieta,Viñedos de Páganos,2019
999,Château Haut-Brion,France,Bordeaux Left Bank,Pessac-Léognan (Premier Grand Cru Classé),Château Haut-Brion,1991
1000,E. Guigal,France,Northern Rhône,Côte-Rôtie La Turque,E. Guigal,2013
1001,Château de Beaucastel,France,Southern Rhône,Hommage à Jacques Perrin Châteauneuf-du-Pape,Château de Beaucastel,2016
1002,Churchill's,Portugal,Portuguese,Quinta Da Gricha Douro,Churchill's,2009
1003,DAOU,United States,Californian,Soul of a Lion,DAOU,2018
1004,E. Guigal,France,Northern Rhône,Côte-Rôtie La Turque,E. Guigal,2012
1005,La Grange des Pères,France,Languedoc-Roussillon,Vin de Pays de l'Hérault,La Grange des Pères,2001
1006,Bodegas Roda,Spain,Spanish,Cirsion Rioja,Bodegas Roda,2017
1007,Mollydooker,Australia,Australian,Velvet Glove Shiraz,Mollydooker,2010
1008,Wine & Soul,Portugal,Portuguese,Douro Pintas Tinto,Wine & Soul,2019
1009,Chateau de Fonsalette,France,Southern Rhône,Réserve Côtes-du-Rhône,Chateau de Fonsalette,2010
1010,Artadi,Spain,Spanish,Viña El Pison,Artadi,2012
1011,Domaine Armand Rousseau,France,Burgundy,Gevrey-Chambertin 1er Cru 'Clos St Jacques',Domaine Armand Rousseau,2011
1012,Teso La Monja,Spain,Spanish,Alabaster,Teso La Monja,2017
1013,Salvioni,Italy,Italian,Brunello di Montalcino,Salvioni,2001
1014,Álvaro Palacios,Spain,Spanish,L'Ermita Velles Vinyes Priorat,Álvaro Palacios,1999
1015,Château La Conseillante,France,Bordeaux Right Bank,Pomerol,Château La Conseillante,1985
1016,Château Ausone,France,Bordeaux Right Bank,Saint-Émilion Grand Cru (Premier Grand Cru Classé),Château Ausone,1989
1017,Penfolds,Australia,Australian,Grange,Penfolds,2017
1018,E. Guigal,France,Northern Rhône,Côte-Rôtie La Landonne,E. Guigal,2009
1019,Peyre Rose,France,Languedoc-Roussillon,Marlène No. 3,Peyre Rose,2004
1020,La Grange des Pères,France,Languedoc-Roussillon,Vin de Pays de l'Hérault,La Grange des Pères,2017
1021,Domaine de La Romanée-Conti,France,Burgundy,Romanée-Conti Grand Cru,Domaine de La Romanée-Conti,2003
1022,Château La Mission Haut-Brion,France,Bordeaux Left Bank,Pessac-Léognan (Grand Cru Classé de Graves),Château La Mission Haut-Brion,1981
1023,Tua Rita,Italy,Tuscan,Redigaffi Toscana,Tua Rita,2018
1024,Domaine de La Romanée-Conti,France,Burgundy,Corton Grand Cru,Domaine de La Romanée-Conti,2013
1025,El Enemigo,Argentina,Argentinian,Gran Enemigo,El Enemigo,2018
1026,Domaine de La Romanée-Conti,France,Burgundy,Romanée-Conti Grand Cru,Domaine de La Romanée-Conti,1997
1027,Torbreck,Australia,Australian,RunRig,Torbreck,2017
1028,La Grange des Pères,France,Languedoc-Roussillon,Vin de Pays de l'Hérault,La Grange des Pères,2000
1029,G. Milazzo,Italy,Southern Italy,Duca di Montalbo,G. Milazzo,2007
1030,Château Lafite Rothschild,France,Bordeaux Left Bank,Pauillac (Premier Grand Cru Classé),Château Lafite Rothschild,1959
1031,Domaine de La Romanée-Conti,France,Burgundy,Richebourg Grand Cru,Domaine de La Romanée-Conti,1997
1032,Cardinale,United States,Napa Valley,Red,Cardinale,2016
1033,M. Chapoutier,France,Northern Rhône,Ermitage l'Ermite,M. Chapoutier,2011
1034,Château Cheval Blanc,France,Bordeaux Right Bank,Saint-Émilion Grand Cru (Premier Grand Cru Classé),Château Cheval Blanc,2016
1035,E. Guigal,France,Northern Rhône,Côte-Rôtie La Mouline,E. Guigal,2007
1036,Château Lafite Rothschild,France,Bordeaux Left Bank,Pauillac (Premier Grand Cru Classé),Château Lafite Rothschild,2018
1037,E. Guigal,France,Northern Rhône,Côte-Rôtie La Mouline,E. Guigal,2005
1038,Clos Rougeard,France,Middle Loire,Le Bourg Saumur Champigny,Clos Rougeard,2009
1039,Occidental,United States,Californian,Bodega Headlands Vineyard Cuvée Elizabeth Pinot Noir,Occidental,2017
1040,E. Guigal,France,Northern Rhône,Côte-Rôtie La Mouline,E. Guigal,2000
1041,M. Chapoutier,France,Northern Rhône,Ermitage Le Pavillon,M. Chapoutier,2012
1042,Domaine de La Romanée-Conti,France,Burgundy,Romanée-Saint-Vivant Grand Cru (Marey-Monge),Domaine de La Romanée-Conti,1998
1043,Bartolo Mascarello,Italy,Italian,Barolo,Bartolo Mascarello,2016
1044,Cakebread,United States,Napa Valley,Cabernet Sauvignon Benchland Select,Cakebread,2017
1045,Château Lafite Rothschild,France,Bordeaux Left Bank,Pauillac (Premier Grand Cru Classé),Château Lafite Rothschild,1969
1046,Quinta do Vallado,Portugal,Portuguese,Vinha da Coroa,Quinta do Vallado,2018
1047,Domaine de La Romanée-Conti,France,Burgundy,Romanée-Conti Grand Cru,Domaine de La Romanée-Conti,1982
1048,E. Guigal,France,Northern Rhône,Côte-Rôtie La Turque,E. Guigal,1998
1049,Monteverro,Italy,Tuscan,Toscana,Monteverro,2016
1050,Castello dei Rampolla,Italy,Tuscan,d'Alceo,Castello dei Rampolla,2004
1051,E. Guigal,France,Northern Rhône,Côte-Rôtie La Mouline,E. Guigal,1998
1052,Château Ducru-Beaucaillou,France,Bordeaux Left Bank,Saint-Julien (Grand Cru Classé),Château Ducru-Beaucaillou,2018
1053,Quinta Vale D. Maria,Portugal,Portuguese,Vinha da Francisca Douro,Quinta Vale D. Maria,2019
1054,Château Pavie,France,Bordeaux Right Bank,Saint-Émilion Grand Cru (Premier Grand Cru Classé),Château Pavie,2016
1055,Domaine Armand Rousseau,France,Burgundy,Gevrey-Chambertin 1er Cru 'Clos St Jacques',Domaine Armand Rousseau,2007
1056,Gaja,Italy,Italian,Sorì Tildìn (Barbaresco) Langhe,Gaja,2016
1057,Domaine de La Romanée-Conti,France,Burgundy,La Tâche Grand Cru,Domaine de La Romanée-Conti,1988
1058,Opus One,United States,Napa Valley,Opus One,Opus One,1984
1059,Henri Bonneau,France,Southern Rhône,Chateauneuf-du-Pape Réserve des Célestins,Henri Bonneau,2009
1060,Domaine de La Romanée-Conti,France,Burgundy,Corton Grand Cru,Domaine de La Romanée-Conti,2011
1061,Artadi,Spain,Spanish,Viña El Pison,Artadi,2009
1062,Eisele Vineyard,United States,Napa Valley,Cabernet Sauvignon,Eisele Vineyard,1997
1063,M. Chapoutier,France,Northern Rhône,Ermitage Le Pavillon,M. Chapoutier,2003
1064,Tua Rita,Italy,Tuscan,Per Sempre Syrah Toscana,Tua Rita,2013
1065,Clos Saint Jean,France,Southern Rhône,Châteauneuf-du-Pape Deus Ex Machina,Clos Saint Jean,2007
1066,Reynolds Wine Growers,Portugal,Southern Portugal,Gloria Reynolds Cathedral,Reynolds Wine Growers,2004
1067,Domaine Armand Rousseau,France,Burgundy,Clos de La Roche Grand Cru,Domaine Armand Rousseau,2014
1068,Henri Bonneau,France,Southern Rhône,Chateauneuf-du-Pape Réserve des Célestins,Henri Bonneau,2012
1069,Domaine Jean-Louis Chave,France,Northern Rhône,L'Hermitage,Domaine Jean-Louis Chave,1989
1070,Château Tertre Roteboeuf,France,Bordeaux Right Bank,Saint-Émilion Grand Cru,Château Tertre Roteboeuf,2001
1071,Herdade do Rocim,Portugal,Portuguese,Grande Rocim Reserva Tinto,Herdade do Rocim,2017
1072,Biondi-Santi,Italy,Italian,Brunello di Montalcino Riserva,Biondi-Santi,2012
1073,Domaine Armand Rousseau,France,Burgundy,Chambertin Grand Cru,Domaine Armand Rousseau,2000
1074,Domaine Armand Rousseau,France,Burgundy,Gevrey-Chambertin 1er Cru 'Clos St Jacques',Domaine Armand Rousseau,2002
1075,Domaine de La Romanée-Conti,France,Burgundy,Romanée-Conti Grand Cru,Domaine de La Romanée-Conti,2013
1076,Domaine de La Romanée-Conti,France,Burgundy,Échezeaux Grand Cru,Domaine de La Romanée-Conti,1999
1077,Brunelli,Italy,Italian,Campo Inferi Amarone della Valpolicella Classico Riserva,Brunelli,2016
1078,Le Macchiole,Italy,Tuscan,Messorio,Le Macchiole,2017
1079,Shafer,United States,Napa Valley,Hillside Select Cabernet Sauvignon,Shafer,1996
1080,Château Latour,France,Bordeaux Left Bank,Les Forts de Latour Pauillac,Château Latour,1982
1081,Clos Saint Jean,France,Southern Rhône,Châteauneuf-du-Pape Deus Ex Machina,Clos Saint Jean,2005
1082,Henri Bonneau,France,Southern Rhône,Chateauneuf-du-Pape Réserve des Célestins,Henri Bonneau,2011
1083,Domaine Armand Rousseau,France,Burgundy,Charmes-Chambertin Grand Cru,Domaine Armand Rousseau,2013
1084,E. Guigal,France,Northern Rhône,Côte-Rôtie La Turque,E. Guigal,2014
1085,Aldo Conterno,Italy,Italian,Barolo Bussia Romirasco,Aldo Conterno,2009
1086,The Drift,South Africa,South African,There Are Still Mysteries,The Drift,2016
1087,Château Rayas,France,Southern Rhône,Châteauneuf-du-Pape Pignan Rouge,Château Rayas,2005
1088,Château Lafleur,France,Bordeaux Right Bank,Pomerol,Château Lafleur,1993
1089,Bertani,Italy,Italian,Amarone della Valpolicella Classico,Bertani,1981
1090,Brunelli,Italy,Italian,Campo del Titari Amarone della Valpolicella Classico Riserva,Brunelli,2016
1091,Gérard Bertrand,France,Languedoc-Roussillon,Rivesaltes Legend Vintage ,Gérard Bertrand,1974
1092,The Standish,Australia,Australian,Shiraz,The Standish,2019
1093,E. Guigal,France,Northern Rhône,Côte-Rôtie La Turque,E. Guigal,1999
1094,Domaine de La Romanée-Conti,France,Burgundy,Richebourg Grand Cru,Domaine de La Romanée-Conti,1988
1095,Domaine de La Romanée-Conti,France,Burgundy,Échezeaux Grand Cru,Domaine de La Romanée-Conti,2013
1096,Domaine Armand Rousseau,France,Burgundy,Charmes-Chambertin Grand Cru,Domaine Armand Rousseau,2014
1097,Gaja,Italy,Italian,Conteisa Barolo,Gaja,2014
1098,Clos Saint Jean,France,Southern Rhône,Chateauneuf-du-Pape La Combe Des Fous,Clos Saint Jean,2007
1099,Château l'Eglise-Clinet,France,Bordeaux Right Bank,Pomerol,Château l'Eglise-Clinet,1998
1100,Harlan Estate,United States,Napa Valley,Harlan Estate Red,Harlan Estate,2017
1101,M. Chapoutier,France,Northern Rhône,Ermitage Le Pavillon,M. Chapoutier,2010
1102,Duckhorn,United States,Napa Valley,The Discussion,Duckhorn,2018
1103,Château l'Eglise-Clinet,France,Bordeaux Right Bank,Pomerol,Château l'Eglise-Clinet,2000
1104,DAOU,United States,Californian,Patrimony Cabernet Sauvignon,DAOU,2017
1105,Domaine Armand Rousseau,France,Burgundy,Gevrey-Chambertin 1er Cru 'Clos St Jacques',Domaine Armand Rousseau,2006
1106,Quanta Terra,Portugal,Portuguese,Manifesto Tinto,Quanta Terra,2016
1107,Château Mouton Rothschild,France,Bordeaux Left Bank,Le Petit Mouton de Mouton Rothschild Pauillac,Château Mouton Rothschild,1999
1108,La Mondotte,France,Bordeaux Right Bank,Saint-Emilion Grand Cru (Premier Grand Cru Classé),La Mondotte,2000
1109,Giacomo Conterno,Italy,Italian,Barolo Arione,Giacomo Conterno,2015
1110,Bodegas Mauro,Spain,Spanish,Terreus Paraje de Cueva Baja,Bodegas Mauro,2019
1111,E. Guigal,France,Northern Rhône,Côte-Rôtie La Landonne,E. Guigal,1998
1112,Domaine de la Côte,United States,Californian,Blooms Field Pinot Noir,Domaine de la Côte,2019
1113,Château l'Eglise-Clinet,France,Bordeaux Right Bank,Pomerol,Château l'Eglise-Clinet,2005
1114,Château de Vaudieu,France,Southern Rhône,Châteauneuf-du-Pape Val de Dieu,Château de Vaudieu,2017
1115,Château Latour à Pomerol,France,Bordeaux Right Bank,Pomerol,Château Latour à Pomerol,1982
1116,Domaine Armand Rousseau,France,Burgundy,Charmes-Chambertin Grand Cru,Domaine Armand Rousseau,2009
1117,E. Guigal,France,Northern Rhône,Côte-Rôtie La Landonne,E. Guigal,2013
1118,Domaine Armand Rousseau,France,Burgundy,Gevrey-Chambertin 1er Cru 'Clos St Jacques',Domaine Armand Rousseau,2014
1119,Gaja,Italy,Italian,Costa Russi (Barbaresco) Langhe,Gaja,2016
1120,Quinta do Fojo,Portugal,Portuguese,Fojo Tinto,Quinta do Fojo,2013
1121,Château l'Eglise-Clinet,France,Bordeaux Right Bank,Pomerol,Château l'Eglise-Clinet,2009
1122,Aldo Conterno,Italy,Italian,Barolo Bussia Colonnello,Aldo Conterno,2016
1123,DAOU,United States,Californian,Patrimony Cabernet Sauvignon,DAOU,2018
1124,Château Trotanoy,France,Bordeaux Right Bank,Pomerol,Château Trotanoy,2014
1125,Elio Altare,Italy,Italian,Arborina Barolo,Elio Altare,2016
1126,Clos Rougeard,France,Middle Loire,Le Bourg Saumur Champigny,Clos Rougeard,2006
1127,Ridge Vineyards,United States,Californian,Monte Bello,Ridge Vineyards,2019
1128,E. Guigal,France,Northern Rhône,Côte-Rôtie La Landonne,E. Guigal,2014
1129,Charles Smith,United States,Washington State,Royal City Syrah,Charles Smith,2009
1130,Domaine G. Roumier,France,Burgundy,Chambolle-Musigny 1er Cru 'Les Cras',Domaine G. Roumier,2014
1131,Vietti,Italy,Italian,Barolo Riserva Villero,Vietti,2007
1132,Henri Bonneau,France,Southern Rhône,Châteauneuf-du-Pape,Henri Bonneau,2010
1133,Roger Sabon,France,Southern Rhône,Châteauneuf-du-Pape Le Secret Des Sabon,Roger Sabon,2007
1134,Anthonij Rupert,South Africa,South African,Red Blend,Anthonij Rupert,2012
1135,Clos Rougeard,France,Middle Loire,Les Poyeux Saumur Champigny,Clos Rougeard,2005
1136,Beyerskloof,South Africa,South African,Diesel Pinotage,Beyerskloof,2019
1137,Château Latour,France,Bordeaux Left Bank,Grand Vin Pauillac (Premier Grand Cru Classé),Château Latour,2014
1138,M. Chapoutier,France,Northern Rhône,Ermitage Le Méal,M. Chapoutier,2009
1139,Domaine du Clos des Fées,France,Languedoc-Roussillon,La Petite Siberie,Domaine du Clos des Fées,2012
1140,Château Ausone,France,Bordeaux Right Bank,Saint-Émilion Grand Cru (Premier Grand Cru Classé),Château Ausone,2009
1141,Château Ausone,France,Bordeaux Right Bank,Saint-Émilion Grand Cru (Premier Grand Cru Classé),Château Ausone,2010
1142,Domaine Armand Rousseau,France,Burgundy,Gevrey-Chambertin 1er Cru 'Clos St Jacques',Domaine Armand Rousseau,2000
1143,Ovid,United States,Napa Valley,Red Blend,Ovid,2017
1144,Il Marroneto,Italy,Italian,Madonna delle Grazie Brunello di Montalcino,Il Marroneto,2017
1145,Ciacci Piccolomini d'Aragona,Italy,Italian,Brunello di Montalcino Riserva Pianrosso Santa Caterina d'Oro,Ciacci Piccolomini d'Aragona,2016
1146,Alvi's Drift,South Africa,South African,Verreaux Pinotage,Alvi's Drift,2018
1147,Gaja,Italy,Italian,Barbaresco,Gaja,1983
1148,Domaine Yves Gangloff,France,Northern Rhône,La Sereine Noire Côte-Rôtie,Domaine Yves Gangloff,2009
1149,Gaja,Italy,Italian,Barbaresco,Gaja,2019
1150,Clos d'Ora,France,Languedoc-Roussillon,Minervois La Livinière Rouge,Clos d'Ora,2017
1151,E. Guigal,France,Northern Rhône,Côte-Rôtie La Turque,E. Guigal,2016
1152,The Vineyard House,United States,Napa Valley,Cabernet Sauvignon,The Vineyard House,2010
1153,Domaine Armand Rousseau,France,Burgundy,Clos de La Roche Grand Cru,Domaine Armand Rousseau,2013
1154,Pegau,France,Southern Rhône,Cuvée Da Capo Châteauneuf-du-Pape,Pegau,2016
1155,Château Lafleur,France,Bordeaux Right Bank,Pomerol,Château Lafleur,2011
1156,Domaine Yves Gangloff,France,Northern Rhône,La Sereine Noire Côte-Rôtie,Domaine Yves Gangloff,2016
1157,Le Pin,France,Bordeaux Right Bank,Pomerol,Le Pin,2000
1158,Teso La Monja,Spain,Spanish,Alabaster,Teso La Monja,2018
1159,M. Chapoutier,France,Northern Rhône,Ermitage l'Ermite,M. Chapoutier,2005
1160,Miguel Merino,Spain,Spanish,La Loma,Miguel Merino,2018
1161,Henschke,Australia,Australian,Hill of Grace,Henschke,2016
1163,Domaine G. Roumier,France,Burgundy,Bonnes-Mares Grand Cru,Domaine G. Roumier,2004
1164,Méo-Camuzet,France,Burgundy,Clos de Vougeot Grand Cru,Méo-Camuzet,2005
1165,Hentley Farm,Australia,Australian,Clos Otto,Hentley Farm,2016
1166,Domaine Gros Frère et Soeur,France,Burgundy,Richebourg Grand Cru,Domaine Gros Frère et Soeur,2014
1167,Château Rayas,France,Southern Rhône,Châteauneuf-du-Pape Pignan Rouge,Château Rayas,2010
1168,Hartenberg,South Africa,South African,Gravel Hill,Hartenberg,2016
1169,Domaine René Engel,France,Burgundy,Grands-Échézeaux Grand Cru,Domaine René Engel,2004
1170,Domaine Jacques Prieur,France,Burgundy,Corton-Bressandes Grand Cru,Domaine Jacques Prieur,2009
1171,Quinta dos Murças,Portugal,Portuguese,VV47,Quinta dos Murças,2012
1172,Domaine Gros Frère et Soeur,France,Burgundy,Richebourg Grand Cru,Domaine Gros Frère et Soeur,2011
1173,Dana,United States,Napa Valley,Onda Cabernet Sauvignon,Dana,2011
1174,Aldo Conterno,Italy,Italian,Barolo Riserva Granbussia,Aldo Conterno,1990
1175,Kanonkop,South Africa,South African,Black Label Pinotage,Kanonkop,2019
1176,Château Angelus,France,Bordeaux Right Bank,Saint-Émilion Grand Cru (Premier Grand Cru Classé),Château Angelus,1987
1177,El Enemigo,Argentina,Argentinian,Gran Enemigo Single Vineyard El Cepillo Cabernet Franc,El Enemigo,2018
1178,Tenuta di Nozzole,Italy,Tuscan,Toscana Il Pareto,Tenuta di Nozzole,2018
1179,Château Tertre Roteboeuf,France,Bordeaux Right Bank,Saint-Émilion Grand Cru,Château Tertre Roteboeuf,2013
1180,Domaine Armand Rousseau,France,Burgundy,Chambertin Clos de Beze Grand Cru,Domaine Armand Rousseau,2007
1181,Château Figeac,France,Bordeaux Right Bank,Saint-Émilion Grand Cru (Premier Grand Cru Classé),Château Figeac,2019
1182,E. Guigal,France,Northern Rhône,Côte-Rôtie La Landonne,E. Guigal,2016
1183,M. Chapoutier,France,Northern Rhône,Ermitage Le Pavillon,M. Chapoutier,2015
1184,Domaine de La Romanée-Conti,France,Burgundy,Échezeaux Grand Cru,Domaine de La Romanée-Conti,1990
1185,Domaine Anne Gros,France,Burgundy,Clos-Vougeot Grand Cru Le Grand Maupertui,Domaine Anne Gros,2015
1186,Château Pavie Decesse,France,Bordeaux Right Bank,Saint-Émilion Grand Cru (Grand Cru Classé),Château Pavie Decesse,2009
1187,Rivella Serafino,Italy,Italian,Montestefano Barbaresco,Rivella Serafino,2016
1188,Domaine G. Roumier,France,Burgundy,Bonnes-Mares Grand Cru,Domaine G. Roumier,1999
1189,Cardinale,United States,Napa Valley,Red,Cardinale,2018
1190,Château l'Eglise-Clinet,France,Bordeaux Right Bank,Pomerol,Château l'Eglise-Clinet,2010
1191,E. Guigal,France,Northern Rhône,Côte-Rôtie La Turque,E. Guigal,2017
1192,Domaine Armand Rousseau,France,Burgundy,Ruchottes-Chambertin Grand Cru Clos des Ruchottes,Domaine Armand Rousseau,2012
1193,Dal Forno Romano,Italy,Italian,Amarone della Valpolicella Monte Lodoletta,Dal Forno Romano,2015
1194,Vilafonté,South Africa,South African,Series C,Vilafonté,2019
1195,Torbreck,Australia,Australian,RunRig,Torbreck,1998
1196,Robert Groffier,France,Burgundy,Les Amoureuses Chambolle-Musigny 1er Cru,Robert Groffier,2017
1197,Méo-Camuzet,France,Burgundy,Clos de Vougeot Grand Cru,Méo-Camuzet,2016
1198,Corte Aleardi,Italy,Italian,Montepalà Amarone della Valpolicella Classico,Corte Aleardi,2015
1199,Domaine Armand Rousseau,France,Burgundy,Gevrey-Chambertin,Domaine Armand Rousseau,2019
1200,Aldo Conterno,Italy,Italian,Barolo Bussia Romirasco,Aldo Conterno,2017
1201,Château Le Bon Pasteur,France,Bordeaux Right Bank,Pomerol,Château Le Bon Pasteur,1990
1202,Gaja,Italy,Italian,Conteisa Langhe,Gaja,2015
1203,Le Pin,France,Bordeaux Right Bank,Pomerol,Le Pin,2006
1204,Château Haut-Brion,France,Bordeaux Left Bank,Pessac-Léognan (Premier Grand Cru Classé),Château Haut-Brion,1955
1205,Chateau Palmer,France,Bordeaux Left Bank,Grand Vin de Château Palmer (Grand Cru Classé),Chateau Palmer,2018
1206,Michel & Stéphane Ogier,France,Northern Rhône,La Belle Hélène Côte-Rôtie,Michel & Stéphane Ogier,2009
1207,Domaine Yves Gangloff,France,Northern Rhône,La Sereine Noire Côte-Rôtie,Domaine Yves Gangloff,2007
1208,E. Guigal,France,Northern Rhône,Côte-Rôtie La Turque,E. Guigal,2015
1209,Golan Heights Winery,Israel,Israeli,Yarden Bar'on Vineyard Cabernet Sauvignon,Golan Heights Winery,2014
1210,The Vineyard House,United States,Napa Valley,Cabernet Sauvignon,The Vineyard House,2012
1211,Château Rayas,France,Southern Rhône,Châteauneuf-du-Pape,Château Rayas,1997
1212,Château Trotanoy,France,Bordeaux Right Bank,Pomerol,Château Trotanoy,2016
1213,Domaine de La Romanée-Conti,France,Burgundy,La Tâche Grand Cru,Domaine de La Romanée-Conti,1976
1214,Château Latour,France,Bordeaux Left Bank,Grand Vin Pauillac (Premier Grand Cru Classé),Château Latour,1945
1216,Domaine du Clos des Fées,France,Languedoc-Roussillon,La Petite Siberie,Domaine du Clos des Fées,2014
1217,Château Lafite Rothschild,France,Bordeaux Left Bank,Pauillac (Premier Grand Cru Classé),Château Lafite Rothschild,1947
1218,Maculan,Italy,Northern Italy,Fratta,Maculan,2003
1219,The Standish,Australia,Australian,The Relic Shiraz - Viognier,The Standish,2019
1220,Cignomoro,Italy,Southern Italy,80 Vecchie Vigne Primitivo di Manduria Old Vines,Cignomoro,2020
1221,Domaine de La Romanée-Conti,France,Burgundy,Romanée-Saint-Vivant Grand Cru (Marey-Monge),Domaine de La Romanée-Conti,1992
1222,Château La Mission Haut-Brion,France,Bordeaux Left Bank,Pessac-Léognan (Grand Cru Classé de Graves),Château La Mission Haut-Brion,1966
1223,Paco de Santar,Portugal,Portuguese,Vinha do Contador Grande Júri,Paco de Santar,2013
1224,Domaine Prieuré Roch,France,Burgundy,Nuits 1er Cru,Domaine Prieuré Roch,2009
1225,Domaine G. Roumier,France,Burgundy,Bonnes-Mares Grand Cru,Domaine G. Roumier,2002
1226,Château de Vaudieu,France,Southern Rhône,Châteauneuf-du-Pape Amiral G,Château de Vaudieu,2017
1227,Château Mont-Redon,France,Southern Rhône,Châteauneuf-du-Pape,Château Mont-Redon,1993
1228,Catena Zapata,Argentina,Argentinian,Adrianna Vineyard Mundus Bacillus Terrae Malbec,Catena Zapata,2018
1229,Rutini,Argentina,Argentinian,Felipe Rutini,Rutini,1993
1230,Domaine Armand Rousseau,France,Burgundy,Ruchottes-Chambertin Grand Cru Clos des Ruchottes,Domaine Armand Rousseau,2009
1231,Masseto,Italy,Tuscan,Toscana,Masseto,2019
1233,Greenock Creek,Australia,Australian,Roennfeldt Road Shiraz,Greenock Creek,2005
1234,E. Guigal,France,Northern Rhône,Côte-Rôtie La Mouline,E. Guigal,2015
1235,Calera,United States,Californian,Pinot Noir Jensen Vineyard,Calera,2007
1236,Domaine Prieuré Roch,France,Burgundy,Nuits-Saint-Georges 1er Cru 'Clos des Corvées',Domaine Prieuré Roch,2017
1237,Domaine G. Roumier,France,Burgundy,Chambolle-Musigny 1er Cru 'Les Cras',Domaine G. Roumier,2017
1238,Domaine Anne Gros,France,Burgundy,Echezeaux Grand Cru Les Loachausses,Domaine Anne Gros,2017
1239,Château Cheval Blanc,France,Bordeaux Right Bank,Saint-Émilion Grand Cru (Premier Grand Cru Classé),Château Cheval Blanc,1939
1240,Luigi Baudana,Italy,Italian,Barolo Cerretta,Luigi Baudana,2007
1241,Piero Busso,Italy,Italian,Gallina Barbaresco,Piero Busso,2017
1242,Château Margaux,France,Bordeaux Left Bank,Margaux du Château Margaux,Château Margaux,1986
1243,Joseph Drouhin,France,Burgundy,Beaune 1er Cru 'Clos des Mouches',Joseph Drouhin,2019
1244,Château Le Gay,France,Bordeaux Right Bank,Pomerol,Château Le Gay,2016
1245,Château Puech-Haut,France,Languedoc-Roussillon,Clos du Pic Saint-Drézéry,Château Puech-Haut,2013
1246,Domaine de l'Aurage,France,Bordeaux,Castillon - Côtes de Bordeaux,Domaine de l'Aurage,2019
1247,Gérard Raphet,France,Burgundy,Clos de Vougeot Grand Cru,Gérard Raphet,2009
1248,Domaine Christophe Pichon,France,Northern Rhône,La Comtesse en Côte Blonde,Domaine Christophe Pichon,2016
1249,The Vineyard House,United States,Napa Valley,Cabernet Sauvignon,The Vineyard House,2013
1250,Château l'Eglise-Clinet,France,Bordeaux Right Bank,Pomerol,Château l'Eglise-Clinet,2015
1251,Domaine Dujac,France,Burgundy,Clos de la Roche Grand Cru,Domaine Dujac,2013
1252,Henri Bonneau,France,Southern Rhône,Chateauneuf-du-Pape Réserve des Célestins,Henri Bonneau,2005
1253,M. Chapoutier,France,Northern Rhône,Ermitage Le Méal,M. Chapoutier,2015
1254,Clos Saint Jean,France,Southern Rhône,Châteauneuf-du-Pape Deus Ex Machina,Clos Saint Jean,2018
1255,La Mondotte,France,Bordeaux Right Bank,Saint-Emilion Grand Cru (Premier Grand Cru Classé),La Mondotte,2015
1256,Domaine Gourt de Mautens,France,Southern Rhône,Côtes du Rhône Villages Rasteau,Domaine Gourt de Mautens,2001
1257,Robert Groffier,France,Burgundy,Bonnes-Mares Grand Cru,Robert Groffier,2005
1258,Domaine Georges Mugneret-Gibourg,France,Burgundy,Échezeaux Grand Cru,Domaine Georges Mugneret-Gibourg,2009
1259,Jean-Michel Gerin,France,Northern Rhône,La Landonne Côte-Rôtie,Jean-Michel Gerin,2016
1260,Biondi-Santi,Italy,Italian,Brunello di Montalcino Riserva,Biondi-Santi,2013
1262,Clos l'Eglise,France,Bordeaux Right Bank,Pomerol,Clos l'Eglise,2017
1263,Domaine Armand Rousseau,France,Burgundy,Chambertin Clos de Beze Grand Cru,Domaine Armand Rousseau,2012
1264,Domaine de La Romanée-Conti,France,Burgundy,Corton Grand Cru,Domaine de La Romanée-Conti,2018
1265,Shafer,United States,Napa Valley,Hillside Select Cabernet Sauvignon,Shafer,2018
1266,Antinori,Italy,Tuscan,Tenuta Tignanello 'Solaia',Antinori,2019
1267,Domaine du Comte Liger-Belair,France,Burgundy,Nuits-Saint-Georges Premier Cru Clos des Grandes Vignes,Domaine du Comte Liger-Belair,2015
1268,Caymus,United States,Napa Valley,Special Selection Cabernet Sauvignon,Caymus,2018
1269,Clos Rougeard,France,Middle Loire,Le Bourg Saumur Champigny,Clos Rougeard,2003
