ID,NOM,PAYS,REGION,APPELLATION,PRODUCTEUR,ANNEE
12952,entwine Merlot 2018,California,Merlot,,2018
12953,Bodegas Luzon Verde 2020,Jumilla, Spain,Mourvedre,,2020
12954,Jada Vineyard Jersey Girl Syrah 2019,Paso Robles, Central Coast, California,Syrah/Shiraz,,2019
12955,Belasco de Baquedano Rosa de Argentina 2021,Mendoza, Argentina,Ros̩,,2021
12956,Pascual Toso Reserva Cabernet Sauvignon 2020,Mendoza, Argentina,Cabernet Sauvignon,,2020
12957,Chateau Ste. Michelle Mimi Chardonnay 2021,Horse Heaven Hills, Columbia Valley, Washington,Chardonnay,,2021
12958,Chateau Pichon-Longueville Baron 1993,Pauillac, Bordeaux, France,Bordeaux Red Blends,,1993
12959,Sine Qua Non Touche Syrah 2012,Sta. Rita Hills, Santa Barbara, Central Coast, California,Syrah/Shiraz,,2012
12960,Domaine des Lambrays Clos Des Lambrays Grand Cru 2005,Morey-St-Denis, Cote de Nuits, Cote d'Or, Burgundy, France,Pinot Noir,,2005
12961,Araujo Eisele Vineyard Cabernet Sauvignon 1998,Napa Valley, California,Cabernet Sauvignon,,1998
12962,Chateau Mouton Rothschild 2016,Pauillac, Bordeaux, France,Bordeaux Red Blends,,2016
12963,Chateau Lafite Rothschild 2004,Pauillac, Bordeaux, France,Bordeaux Red Blends,,2004
12964,Chateau Larcis-Ducasse 2018,St. Emilion, Bordeaux, France,Bordeaux Red Blends,,2018
12965,Chateau Lynch-Bages 1998,Pauillac, Bordeaux, France,Bordeaux Red Blends,,1998
12966,Kosta Browne Gap's Crown Vineyard Pinot Noir 2013,Petaluma Gap, Sonoma Coast, Sonoma County, California,Pinot Noir,,2013
12967,Shafer Hillside Select Cabernet Sauvignon 1997,Napa Valley, California,Cabernet Sauvignon,,1997
12968,Staglin Cabernet Sauvignon 2003,Rutherford, Napa Valley, California,Cabernet Sauvignon,,2003
12969,Chateau Haut-Brion 2000,Pessac-Leognan, Bordeaux, France,Bordeaux Red Blends,,2000
12970,Harlan The Maiden 1997,Oakville, Napa Valley, California,Bordeaux Red Blends,,1997
12971,Chateau Pichon Longueville Comtesse de Lalande 1989,Pauillac, Bordeaux, France,Bordeaux Red Blends,,1989
12972,Dominus Estate 1987,Yountville, Napa Valley, California,Bordeaux Red Blends,,1987
12973,Cayuse Bionic Frog Syrah 2014,Walla Walla Valley, Columbia Valley, Washington,Syrah/Shiraz,,2014
12974,Chateau Clinet 2015,Pomerol, Bordeaux, France,Bordeaux Red Blends,,2015
12975,Quilceda Creek CVR Columbia Valley Red 2014,Columbia Valley, Washington,Bordeaux Red Blends,,2014
12976,Antinori Tignanello 1997,Tuscany, Italy,Tuscan Blends,,1997
12977,Chateau de Beaucastel Chateauneuf-du-Pape 2000,Chateauneuf-du-Pape, Rhone, France,Rhone Red Blends,,2000
12978,Chateau Leoville Poyferre 2003,St-Julien, Bordeaux, France,Bordeaux Red Blends,,2003
12979,Les Forts de Latour 2005,Pauillac, Bordeaux, France,Bordeaux Red Blends,,2005
12980,Chateau Duhart-Milon 2008,Pauillac, Bordeaux, France,Bordeaux Red Blends,,2008
12981,Marcassin Marcassin Vineyard Chardonnay 2006,Sonoma Coast, Sonoma County, California,Chardonnay,,2006
12982,Cayuse Bionic Frog Syrah 2013,Walla Walla Valley, Columbia Valley, Washington,Syrah/Shiraz,,2013
12983,Screaming Eagle Second Flight 2014,Oakville, Napa Valley, California,Bordeaux Red Blends,,2014
12984,Peter Michael Les Pavots 2005,Knights Valley, Sonoma County, California,Bordeaux Red Blends,,2005
12985,Chateau Latour 1995,Pauillac, Bordeaux, France,Bordeaux Red Blends,,1995
12986,Dunn Howell Mountain Cabernet Sauvignon 2005,Napa Valley, California,Cabernet Sauvignon,,2005
12987,Kosta Browne Gap's Crown Vineyard Pinot Noir 2012,Petaluma Gap, Sonoma Coast, Sonoma County, California,Pinot Noir,,2012
12988,Carruades de Lafite 2000,Pauillac, Bordeaux, France,Bordeaux Red Blends,,2000
12989,Araujo Eisele Vineyard Cabernet Sauvignon 1996,Napa Valley, California,Cabernet Sauvignon,,1996
12990,Chateau Smith Haut Lafitte Blanc 2005,Pessac-Leognan, Bordeaux, France,Bordeaux White Blends,,2005
12991,Dunn Howell Mountain Cabernet Sauvignon 2002,Napa Valley, California,Cabernet Sauvignon,,2002
12992,Sine Qua Non In the Crosshairs Grenache 2006,Sta. Rita Hills, Santa Barbara, Central Coast, California,Grenache,,2006
12993,Cayuse Cailloux Syrah 2005,Walla Walla Valley, Columbia Valley, Washington,Syrah/Shiraz,,2005
12994,Chateau Lafite Rothschild (Slightly scuffed label) 2000,Pauillac, Bordeaux, France,Bordeaux Red Blends,,2000
12995,Chateau Leoville Poyferre 2016,St-Julien, Bordeaux, France,Bordeaux Red Blends,,2016
12996,Chateau Pavie Macquin 2016,St. Emilion, Bordeaux, France,Bordeaux Red Blends,,2016
12997,Alban Lorraine Estate Syrah 2005,Edna Valley, Central Coast, California,Syrah/Shiraz,,2005
12998,Hundred Acre Kayli Morgan Cabernet Sauvignon 2005,Napa Valley, California,Cabernet Sauvignon,,2005
12999,Schrader CCS Beckstoffer To Kalon Cabernet Sauvignon 2010,Oakville, Napa Valley, California,Cabernet Sauvignon,,2010
13000,Beringer Private Reserve Cabernet Sauvignon 2006,Napa Valley, California,Cabernet Sauvignon,,2006
13001,Dominus Estate 2005,Napa Valley, California,Bordeaux Red Blends,,2005
13002,Chateau Clerc Milon 2018,Pauillac, Bordeaux, France,Bordeaux Red Blends,,2018
13003,Chateau Cos d'Estournel 2014,St. Estephe, Bordeaux, France,Bordeaux Red Blends,,2014
13004,Bond Quella 2008,Howell Mountain, Napa Valley, California,Bordeaux Red Blends,,2008
13005,Chateau le Doyenne 2016,Bordeaux, France,Bordeaux Red Blends,,2016
13006,Opus One 2014,Oakville, Napa Valley, California,Bordeaux Red Blends,,2014
13007,Quilceda Creek Cabernet Sauvignon 2001,Columbia Valley, Washington,Cabernet Sauvignon,,2001
13008,Colgin IX Estate Syrah 2005,Napa Valley, California,Syrah/Shiraz,,2005
13009,Saxum Paderewski Vineyard 2010,California,Other Red Blends,,2010
13010,Beringer Private Reserve Cabernet Sauvignon 2005,Napa Valley, California,Cabernet Sauvignon,,2005
13011,Gerard Bertrand Grand Terroir Tautavel 2019,Cotes du Roussillon-Tautavel, C̫tes du Roussillon-Villages, Roussillon, South of France, France,Rhone Red Blends,,2019
13012,Louis Bernard Cotes du Rhone Villages 2018,Cotes du Rhone Villages, Rhone, France,Rhone Red Blends,,2018
13013,Chateau Leoville Barton 2010,St-Julien, Bordeaux, France,Bordeaux Red Blends,,2010
13014,Schrader CCS Beckstoffer To Kalon Cabernet Sauvignon 2013,Oakville, Napa Valley, California,Cabernet Sauvignon,,2013
13015,Heitz Cellar Martha's Vineyard Cabernet Sauvignon 1985,Oakville, Napa Valley, California,Cabernet Sauvignon,,1985
13016,Ridge Monte Bello 2011,Santa Cruz Mountains, California,Bordeaux Red Blends,,2011
13017,Caymus Special Selection Cabernet Sauvignon 2000,Napa Valley, California,Cabernet Sauvignon,,2000
13018,Aubert Sugar Shack Estate Chardonnay 2014,Napa Valley, California,Chardonnay,,2014
13019,Quilceda Creek Palengat Proprietary Red Blend 2008,Columbia Valley, Washington,Bordeaux Red Blends,,2008
13020,Marcassin Blue Slide Ridge Pinot Noir (slightly stained label) 2006,Sonoma Coast, Sonoma County, California,Pinot Noir,,2006
13021,Schrader CCS Beckstoffer To Kalon Cabernet Sauvignon 2017,Oakville, Napa Valley, California,Cabernet Sauvignon,,2017
13022,Chateau Lanessan 2015,Haut Medoc, Bordeaux, France,Bordeaux Red Blends,,2015
13023,Chateau Pavie Macquin 2018,St. Emilion, Bordeaux, France,Bordeaux Red Blends,,2018
13024,Chateau Petrus 2008,Pomerol, Bordeaux, France,Bordeaux Red Blends,,2008
13025,Chateau Mouton Rothschild 2002,Pauillac, Bordeaux, France,Bordeaux Red Blends,,2002
13026,Chateau Les Ormes de Pez 2016,St. Estephe, Bordeaux, France,Bordeaux Red Blends,,2016
13027,Chateau Duhart-Milon 2005,Pauillac, Bordeaux, France,Bordeaux Red Blends,,2005
13028,Chateau Clerc Milon 1998,Pauillac, Bordeaux, France,Bordeaux Red Blends,,1998
13029,Bond Quella 2007,Howell Mountain, Napa Valley, California,Bordeaux Red Blends,,2007
13030,Bryant Family Cabernet Sauvignon 2012,Napa Valley, California,Cabernet Sauvignon,,2012
13031,Schrader Old Sparky Cabernet Sauvignon (1.5 Liter Magnum) 2011,Napa Valley, California,Cabernet Sauvignon,,2011
13032,Chateau Leoville Barton 2016,St-Julien, Bordeaux, France,Bordeaux Red Blends,,2016
13033,Trapiche Oak Cask Cabernet Sauvignon 2021,Mendoza, Argentina,Cabernet Sauvignon,,2021
13034,Monogamy Truly Madly Deeply Cabernet Sauvignon 2017,North Coast, California,Cabernet Sauvignon,,2017
13035,Francis Ford Coppola Diamond Collection Chardonnay 2020,Monterey, Central Coast, California,Chardonnay,,2020
13036,Weingut Fritz Windisch Niersteiner Auflangen Riesling Spatlese 2017,Rheinhessen, Germany,Riesling,,2017
13037,PKNT Reserve Pinot Noir 2020,Rapel Valley, Chile,Pinot Noir,,2020
13038,Ravenswood Vintners Blend Zinfandel 2018,California,Zinfandel,,2018
13039,Chateau Cos d'Estournel (scuffed label) 2003,St. Estephe, Bordeaux, France,Bordeaux Red Blends,,2003
13040,Promontory 2010,Napa Valley, California,Cabernet Sauvignon,,2010
13041,Kosta Browne Rosella's Vineyard Pinot Noir 2014,Santa Lucia Highlands, Monterey, Central Coast, California,Pinot Noir,,2014
13042,Indaba Sauvignon Blanc 2020,South Africa,Sauvignon Blanc,,2020
13043,Mirassou Merlot 2019,California,Merlot,,2019
13044,Chateau Monbousquet 2003,St. Emilion, Bordeaux, France,Bordeaux Red Blends,,2003
13045,Bodegas Callia Malbec 2021,San Juan, Argentina,Malbec,,2021
13046,Quinta da Lixa Pouco Comum Alvarinho 2018,Portugal,Albarino,,2018
13047,Aubert UV Vineyard Pinot Noir 2013,Sonoma Coast, Sonoma County, California,Pinot Noir,,2013
13048,Screaming Eagle Second Flight 2009,Oakville, Napa Valley, California,Bordeaux Red Blends,,2009
13049,Kosta Browne Santa Lucia Highlands Pinot Noir 2015,Santa Lucia Highlands, Monterey, Central Coast, California,Pinot Noir,,2015
13050,Chateau Guiraud Sauternes 2011,Sauternes, Bordeaux, France,Other Dessert,,2011
13051,Don Melchor Cabernet Sauvignon 2005,Chile,Cabernet Sauvignon,,2005
13052,Cayuse Bionic Frog Syrah 2011,Walla Walla Valley, Columbia Valley, Washington,Syrah/Shiraz,,2011
13053,Guigal Cote Rotie Brune et Blonde 1988,Cote Rotie, Rhone, France,Syrah/Shiraz,,1988
13054,Quintessa 2004,Rutherford, Napa Valley, California,Cabernet Sauvignon,,2004
13055,Colgin IX Estate Red 2007,Napa Valley, California,Bordeaux Red Blends,,2007
13056,Caymus Napa Valley Cabernet Sauvignon 1995,Napa Valley, California,Cabernet Sauvignon,,1995
13057,Kosta Browne Giusti Ranch Pinot Noir 2013,Russian River, Sonoma County, California,Pinot Noir,,2013
13058,Scarecrow Cabernet Sauvignon 2014,Rutherford, Napa Valley, California,Cabernet Sauvignon,,2014
13059,Colgin IX Estate Red 2008,Napa Valley, California,Bordeaux Red Blends,,2008
13060,Silver Oak Napa Valley Cabernet Sauvignon 1997,Napa Valley, California,Cabernet Sauvignon,,1997
13061,Chateau d'Yquem Sauternes (375ML half-bottle) 1990,Sauternes, Bordeaux, France,Other Dessert,,1990
13062,Grgich Hills Estate Cabernet Sauvignon 2003,Napa Valley, California,Cabernet Sauvignon,,2003
13063,Saxum Terry Hoage Vineyard 2010,Willow Creek District, Paso Robles, Central Coast, California,Rhone Red Blends,,2010
13064,Pahlmeyer Napa Valley Proprietary Red 2007,Napa Valley, California,Bordeaux Red Blends,,2007
13065,Staglin Cabernet Sauvignon 1999,Napa Valley, California,Cabernet Sauvignon,,1999
13066,Chateau Leoville Las Cases 2010,St-Julien, Bordeaux, France,Bordeaux Red Blends,,2010
13067,Chateau Suduiraut Sauternes 2001,Sauternes, Bordeaux, France,Other Dessert,,2001
13068,Robert Mondavi Reserve Cabernet Sauvignon 2007,Oakville, Napa Valley, California,Cabernet Sauvignon,,2007
13069,Vieux Chateau Certan 2018,Pomerol, Bordeaux, France,Bordeaux Red Blends,,2018
13070,Chateau Malescot St. Exupery 2014,Margaux, Bordeaux, France,Bordeaux Red Blends,,2014
13071,Marcassin Blue Slide Ridge Pinot Noir 2010,Sonoma Coast, Sonoma County, California,Pinot Noir,,2010
13072,Chateau Ducru-Beaucaillou 2005,St-Julien, Bordeaux, France,Bordeaux Red Blends,,2005
13073,Pahlmeyer Napa Valley Proprietary Red 1997,Napa Valley, California,Bordeaux Red Blends,,1997
13074,Aubert CIX Vineyard Chardonnay 2017,Sonoma Coast, Sonoma County, California,Chardonnay,,2017
13075,Sine Qua Non Eleven Confessions Syrah M 2015,California,Syrah/Shiraz,,2015
13076,Philip Togni Cabernet Sauvignon 1996,Spring Mountain District, Napa Valley, California,Cabernet Sauvignon,,1996
13077,Scarecrow Cabernet Sauvignon (stained label) 2010,Rutherford, Napa Valley, California,Cabernet Sauvignon,,2010
13078,Chateau Latour 2005,Pauillac, Bordeaux, France,Bordeaux Red Blends,,2005
13079,Chateau Duhart-Milon 2016,Pauillac, Bordeaux, France,Bordeaux Red Blends,,2016
13080,Araujo Eisele Vineyard Cabernet Sauvignon 1999,Napa Valley, California,Cabernet Sauvignon,,1999
13081,Chateau Calon-Segur 2003,St. Estephe, Bordeaux, France,Bordeaux Red Blends,,2003
13082,Chateau Ducru-Beaucaillou 1999,St-Julien, Bordeaux, France,Bordeaux Red Blends,,1999
13083,Schrader Beckstoffer Georges III Vyd. Cabernet Sauvignon 2012,Rutherford, Napa Valley, California,Cabernet Sauvignon,,2012
13084,Turley Hayne Petite Syrah 2005,Napa Valley, California,Petite Sirah,,2005
13085,Silver Oak Alexander Valley Cabernet Sauvignon 1991,Sonoma County, California,Cabernet Sauvignon,,1991
13086,Chateau Haut-Brisson 2018,St. Emilion, Bordeaux, France,Bordeaux Red Blends,,2018
13087,Colgin IX Estate Red 2006,Napa Valley, California,Bordeaux Red Blends,,2006
13088,Sloan Proprietary Red 2007,Rutherford, Napa Valley, California,Bordeaux Red Blends,,2007
13089,Aubert UV-SL Vineyard Chardonnay 2017,Sonoma Coast, Sonoma County, California,Chardonnay,,2017
13090,Aubert Ritchie Vineyard Pinot Noir 2013,Sonoma Coast, Sonoma County, California,Pinot Noir,,2013
13091,Aubert UV-SL Vineyard Pinot Noir 2010,Sonoma Coast, Sonoma County, California,Pinot Noir,,2010
13092,Schrader Beckstoffer Georges III Vyd. Cabernet Sauvignon 2013,Rutherford, Napa Valley, California,Cabernet Sauvignon,,2013
13093,Kosta Browne Gary's Vineyard Pinot Noir 2013,Santa Lucia Highlands, Monterey, Central Coast, California,Pinot Noir,,2013
13094,Saxum Broken Stones 2009,Paso Robles, Central Coast, California,Rhone Red Blends,,2009
13095,Sine Qua Non Rattrapante Grenache 2012,Sta. Rita Hills, Santa Barbara, Central Coast, California,Grenache,,2012
13096,Chateau Angelus 1994,St. Emilion, Bordeaux, France,Bordeaux Red Blends,,1994
13097,Colgin IX Estate Syrah 2008,Napa Valley, California,Syrah/Shiraz,,2008
13098,Chateau Duhart-Milon 1997,Pauillac, Bordeaux, France,Bordeaux Red Blends,,1997
13099,Chateau Pichon Longueville Comtesse de Lalande (slightly torn labels) 2001,Pauillac, Bordeaux, France,Bordeaux Red Blends,,2001
13100,Beaulieu Vineyard Georges de Latour Private Reserve 1986,Napa Valley, California,Cabernet Sauvignon,,1986
13101,Chateau Margaux 2005,Margaux, Bordeaux, France,Bordeaux Red Blends,,2005
13102,Chateau Figeac 1998,St. Emilion, Bordeaux, France,Bordeaux Red Blends,,1998
13103,Clarendon Hills Astralis Syrah 2003,McLaren Vale, South Australia, Australia,Syrah/Shiraz,,2003
13104,Verite La Joie 1999,Sonoma County, California,Bordeaux Red Blends,,1999
13105,Chateau Haut-Bailly 2010,Pessac-Leognan, Bordeaux, France,Bordeaux Red Blends,,2010
13106,Aubert Powder House Chardonnay 2017,Sonoma Coast, Sonoma County, California,Chardonnay,,2017
13107,Chateau Lafite Rothschild 2017,Pauillac, Bordeaux, France,Bordeaux Red Blends,,2017
13108,Chateau Fleur Cardinale 2010,St. Emilion, Bordeaux, France,Bordeaux Red Blends,,2010
13109,Bond Pluribus 2008,Spring Mountain District, Napa Valley, California,Bordeaux Red Blends,,2008
13110,Chateau Lynch-Bages 2018,Pauillac, Bordeaux, France,Bordeaux Red Blends,,2018
13111,Sea Smoke Cellars Ten Pinot Noir 2014,Sta. Rita Hills, Santa Barbara, Central Coast, California,Pinot Noir,,2014
13112,Dunn Howell Mountain Cabernet Sauvignon 2008,Howell Mountain, Napa Valley, California,Cabernet Sauvignon,,2008
13113,Pride Mountain Vineyards Reserve Cabernet Sauvignon 2011,Sonoma County, California,Cabernet Sauvignon,,2011
13114,Chateau Beausejour Duffau-Lagarrosse 2016,St. Emilion, Bordeaux, France,Bordeaux Red Blends,,2016
13115,Sea Smoke Cellars Southing Pinot Noir 2007,Sta. Rita Hills, Santa Barbara, Central Coast, California,Pinot Noir,,2007
13116,Zinfandelic Lodi Zinfandel 2018,Lodi, California,Zinfandel,,2018
13117,Aubert CIX Vineyard Chardonnay 2014,Sonoma Coast, Sonoma County, California,Chardonnay,,2014
13118,Harlan Estate 1997,Napa Valley, California,Bordeaux Red Blends,,1997
13119,Chateau Malescot St. Exupery 2005,Margaux, Bordeaux, France,Bordeaux Red Blends,,2005
13120,Chateau Montrose 2018,St. Estephe, Bordeaux, France,Bordeaux Red Blends,,2018
13121,Philip Togni Cabernet Sauvignon 1997,Spring Mountain District, Napa Valley, California,Cabernet Sauvignon,,1997
13122,Chateau Canon La Gaffeliere 2010,St. Emilion, Bordeaux, France,Bordeaux Red Blends,,2010
13123,Dalla Valle Cabernet Sauvignon 2000,Napa Valley, California,Cabernet Sauvignon,,2000
13124,Shafer Hillside Select Cabernet Sauvignon 2010,Napa Valley, California,Cabernet Sauvignon,,2010
13125,Sea Smoke Cellars Ten Pinot Noir 2013,Sta. Rita Hills, Santa Barbara, Central Coast, California,Pinot Noir,,2013
13126,Chateau Pichon Longueville Comtesse de Lalande 2000,Pauillac, Bordeaux, France,Bordeaux Red Blends,,2000
13127,Tenuta San Guido Sassicaia (stained label) 1996,Bolgheri, Tuscany, Italy,Bordeaux Red Blends,,1996
13128,Hundred Acre Ark Vineyard Cabernet Sauvignon 2007,Howell Mountain, Napa Valley, California,Cabernet Sauvignon,,2007
13129,Hundred Acre Few and Far Between Cabernet Sauvignon 2013,Napa Valley, California,Cabernet Sauvignon,,2013
13130,Cayuse Cailloux Syrah 2009,Walla Walla Valley, Columbia Valley, Washington,Syrah/Shiraz,,2009
13131,Ridge Monte Bello 1997,Santa Cruz Mountains, California,Bordeaux Red Blends,,1997
13132,Au Contraire Rose 2019,Russian River, Sonoma County, California,Ros̩,,2019
13133,Chateau Leoville Barton 2002,St-Julien, Bordeaux, France,Bordeaux Red Blends,,2002
13134,Bond Vecina 2004,Oakville, Napa Valley, California,Bordeaux Red Blends,,2004
13135,Chateau Angelus 1996,St. Emilion, Bordeaux, France,Bordeaux Red Blends,,1996
13136,Cayuse Bionic Frog Syrah 2012,Walla Walla Valley, Columbia Valley, Washington,Syrah/Shiraz,,2012
13137,Peter Michael Les Pavots 1997,Knights Valley, Sonoma County, California,Bordeaux Red Blends,,1997
13138,Pride Mountain Vineyards Reserve Cabernet Sauvignon 2009,St. Helena, Napa Valley, California,Cabernet Sauvignon,,2009
13139,Kosta Browne Santa Lucia Highlands Pinot Noir 2013,Santa Lucia Highlands, Monterey, Central Coast, California,Pinot Noir,,2013
13140,Chateau Latour 1994,Pauillac, Bordeaux, France,Bordeaux Red Blends,,1994
13141,Jaffurs Viognier 2013,Santa Barbara, Central Coast, California,Viognier,,2013
13142,Chateau La Conseillante 1990,Pomerol, Bordeaux, France,Bordeaux Red Blends,,1990
13143,Turley Library Petite Syrah 2005,Napa Valley, California,Petite Sirah,,2005
13144,Saxum James Berry Vineyard 2009,Paso Robles, Central Coast, California,Rhone Red Blends,,2009
13145,Sine Qua Non Syrah Stock 2012,Central Coast, California,Syrah/Shiraz,,2012
13146,Cayuse Bionic Frog Syrah 2009,Walla Walla Valley, Columbia Valley, Washington,Syrah/Shiraz,,2009
13147,Colgin Cariad 2004,Napa Valley, California,Bordeaux Red Blends,,2004
13148,Harlan The Maiden 2010,Oakville, Napa Valley, California,Bordeaux Red Blends,,2010
13149,Domaine de la Romanee-Conti Echezeaux Grand Cru 2014,Flagey-Echezeaux, Cote de Nuits, Cote d'Or, Burgundy, France,Pinot Noir,,2014
13150,Schrader Beckstoffer To Kalon Cabernet Sauvignon 2014,Oakville, Napa Valley, California,Cabernet Sauvignon,,2014
13151,Robert Mondavi Reserve Cabernet Sauvignon 1987,Napa Valley, California,Cabernet Sauvignon,,1987
13152,Harlan Estate 2014,Oakville, Napa Valley, California,Bordeaux Red Blends,,2014
13153,Chateau Pichon-Longueville Baron 2004,Pauillac, Bordeaux, France,Bordeaux Red Blends,,2004
13154,Beaulieu Vineyard Georges de Latour Private Reserve (scuffed and faded label) 1982,Napa Valley, California,Cabernet Sauvignon,,1982
13155,Caymus Napa Valley Cabernet Sauvignon 1997,Napa Valley, California,Cabernet Sauvignon,,1997
13156,d'Arenberg The Dead Arm Shiraz 2001,McLaren Vale, South Australia, Australia,Syrah/Shiraz,,2001
13157,Schrader RBS To Kalon Vineyard Cabernet Sauvignon (scuffed label) 2013,Oakville, Napa Valley, California,Cabernet Sauvignon,,2013
13158,Quintessa 1999,Rutherford, Napa Valley, California,Cabernet Sauvignon,,1999
13159,Chateau Leoville Poyferre 1996,St-Julien, Bordeaux, France,Bordeaux Red Blends,,1996
13160,Caymus Special Selection Cabernet Sauvignon 1997,Napa Valley, California,Cabernet Sauvignon,,1997
13161,Schrader T6 Beckstoffer To Kalon Vineyard Cabernet Sauvignon (scuffed label) 2013,Oakville, Napa Valley, California,Cabernet Sauvignon,,2013
13162,Opus One 2000,Oakville, Napa Valley, California,Bordeaux Red Blends,,2000
13163,Cayuse Cailloux Syrah 2012,Walla Walla Valley, Columbia Valley, Washington,Syrah/Shiraz,,2012
13164,Root 1 Sauvignon Blanc 2021,Casablanca Valley, Chile,Sauvignon Blanc,,2021
13165,Chateau Montrose 2003,St. Estephe, Bordeaux, France,Bordeaux Red Blends,,2003
13166,Stag's Leap Wine Cellars Cask 23 Cabernet Sauvignon (damaged labels) 2012,Stags Leap District, Napa Valley, California,Cabernet Sauvignon,,2012
13167,Chateau d'Yquem Sauternes 1999,Sauternes, Bordeaux, France,Other Dessert,,1999
13168,Cayuse God Only Knows Grenache 2012,Walla Walla Valley, Columbia Valley, Washington,Grenache,,2012
13169,Kosta Browne Santa Lucia Highlands Pinot Noir 2014,Santa Lucia Highlands, Monterey, Central Coast, California,Pinot Noir,,2014
13170,Schrader CCS Beckstoffer To Kalon Cabernet Sauvignon 2016,Oakville, Napa Valley, California,Cabernet Sauvignon,,2016
13171,Joseph Phelps Insignia 2013,Napa Valley, California,Bordeaux Red Blends,,2013
13172,Beaulieu Vineyard Georges de Latour Private Reserve 1992,Napa Valley, California,Cabernet Sauvignon,,1992
13173,Ornellaia 2006,Bolgheri, Tuscany, Italy,Bordeaux Red Blends,,2006
13174,McManis Family Vineyards Zinfandel 2019,Lodi, California,Zinfandel,,2019
13175,Cayuse Armada Syrah 2008,Walla Walla Valley, Columbia Valley, Washington,Syrah/Shiraz,,2008
13176,Chateau Cheval Blanc 2015,St. Emilion, Bordeaux, France,Bordeaux Red Blends,,2015
13177,Chateau Haut-Brion 2004,Pessac-Leognan, Bordeaux, France,Bordeaux Red Blends,,2004
13178,Chateau Haut-Brion 1995,Pessac-Leognan, Bordeaux, France,Bordeaux Red Blends,,1995
13179,Harlan Estate 2002,Napa Valley, California,Bordeaux Red Blends,,2002
13180,Cayuse Bionic Frog Syrah 2010,Walla Walla Valley, Columbia Valley, Washington,Syrah/Shiraz,,2010
13181,Mollydooker Carnival of Love 2006,McLaren Vale, South Australia, Australia,Syrah/Shiraz,,2006
13182,Silver Oak Alexander Valley Cabernet Sauvignon 1992,Alexander Valley, Sonoma County, California,Cabernet Sauvignon,,1992
13183,Opus One 2007,Oakville, Napa Valley, California,Bordeaux Red Blends,,2007
13184,Marcassin Marcassin Vineyard Chardonnay 2011,Sonoma Coast, Sonoma County, California,Chardonnay,,2011
13185,Screaming Eagle Cabernet Sauvignon 2016,Oakville, Napa Valley, California,Cabernet Sauvignon,,2016
13186,Inglenook Rubicon (bin soiled labels) 1997,Rutherford, Napa Valley, California,Bordeaux Red Blends,,1997
13187,Beringer Private Reserve Cabernet Sauvignon 1991,Napa Valley, California,Cabernet Sauvignon,,1991
13188,Chateau Pichon Longueville Comtesse de Lalande 2015,Pauillac, Bordeaux, France,Bordeaux Red Blends,,2015
13189,Bond Vecina (slightly torn label) 2002,Oakville, Napa Valley, California,Bordeaux Red Blends,,2002
13190,Colgin Cariad 2003,Napa Valley, California,Bordeaux Red Blends,,2003
13191,Kosta Browne Giusti Ranch Pinot Noir 2015,Russian River, Sonoma County, California,Pinot Noir,,2015
13192,Chateau Cos d'Estournel 2018,St. Estephe, Bordeaux, France,Bordeaux Red Blends,,2018
13193,Hundred Acre Ark Vineyard Cabernet Sauvignon 2008,Howell Mountain, Napa Valley, California,Cabernet Sauvignon,,2008
13194,Chateau Haut-Brion 1990,Pessac-Leognan, Bordeaux, France,Bordeaux Red Blends,,1990
13195,Chateau Canon La Gaffeliere 2015,St. Emilion, Bordeaux, France,Bordeaux Red Blends,,2015
13196,Cayuse Cailloux Syrah 2011,Walla Walla Valley, Columbia Valley, Washington,Syrah/Shiraz,,2011
13197,Sea Smoke Cellars Ten Pinot Noir 2012,Central Coast, California,Pinot Noir,,2012
13198,Aubert Sugar Shack Estate Chardonnay 2017,Napa Valley, California,Chardonnay,,2017
13199,Chateau Grand-Puy-Lacoste 2015,Pauillac, Bordeaux, France,Bordeaux Red Blends,,2015
13200,Silver Oak Napa Valley Cabernet Sauvignon 1999,Napa Valley, California,Cabernet Sauvignon,,1999
13201,Louis Bernard Cotes du Rhone 2017,Cotes du Rhone, Rhone, France,Rhone Red Blends,,2017
13202,Chateau Grand-Puy-Lacoste 2000,Pauillac, Bordeaux, France,Bordeaux Red Blends,,2000
13203,Aubert UV Vineyard Pinot Noir 2006,Sonoma Coast, Sonoma County, California,Pinot Noir,,2006
13204,Aubert Lauren Vineyard Chardonnay 2011,Sonoma County, California,Chardonnay,,2011
13205,Joseph Phelps Backus Vineyard Cabernet Sauvignon 2007,Oakville, Napa Valley, California,Cabernet Sauvignon,,2007
13206,Ramey Larkmead Vineyard Cabernet Sauvignon 2006,Napa Valley, California,Cabernet Sauvignon,,2006
13207,Aubert Eastside Russian River Chardonnay 2017,Russian River, Sonoma County, California,Chardonnay,,2017
13208,Chateau d'Issan 2005,Margaux, Bordeaux, France,Bordeaux Red Blends,,2005
13209,Hall Eighteen Seventy-Three Cabernet Sauvignon 2013,Napa Valley, California,Cabernet Sauvignon,,2013
13210,Bond St. Eden 2004,Napa Valley, California,Bordeaux Red Blends,,2004
13211,Colgin Cariad 2007,Napa Valley, California,Bordeaux Red Blends,,2007
13212,Cayuse Cailloux Syrah 2013,Walla Walla Valley, Columbia Valley, Washington,Syrah/Shiraz,,2013
13213,Spottswoode Cabernet Sauvignon 2009,St. Helena, Napa Valley, California,Cabernet Sauvignon,,2009
